Amount,amount_zscore,is_night,fraud_score,actual,predicted,risk_level
2.67,-0.3868407726975867,0,0.0,0,0,Low
4.49,-0.3628379570639961,0,0.0,0,0,Low
381.81,0.9877503067346473,0,0.01,0,0,Low
134.99,0.2733345818742708,0,0.0,0,0,Low
30.15,-0.2660339242082366,0,0.0,0,0,Low
6.99,-0.34244368212331283,0,0.0,0,0,Low
3.59,-0.3559750845284676,0,0.0,0,0,Low
1.98,-0.3690271693575164,0,0.0,0,0,Low
1.0,-0.36099014145128266,0,1.0,1,1,High
32.04,-0.28954368456276297,0,0.0,0,0,Low
184.63,0.5264785636351165,0,0.0,0,0,Low
4.99,-0.2336004996406403,0,0.09,0,0,Low
511.6,1.3753437345493014,0,0.01,0,0,Low
144.9,0.4106594912714245,0,0.0,0,0,Low
4.73,-0.3502557892985221,0,0.0,0,0,Low
6.42,-0.35205537235635836,0,0.0,0,0,Low
2216.0,7.185758932742624,0,0.0,0,0,Low
9.72,-0.3327552194223304,0,0.0,0,0,Low
1.34,-0.3672631672191495,0,0.0,0,0,Low
11.5,-0.31629120271367045,0,0.0,0,0,Low
5.0,-0.2922604694436258,1,0.0,0,0,Low
29.99,-0.23694936331564828,0,0.0,0,0,Low
1.61,-0.31395174453989894,1,0.01,0,0,Low
9.47,-0.33825265522608344,0,0.0,0,0,Low
1.5,-0.24616507995141163,0,0.0,0,0,Low
94.22,-0.01571825957630639,0,0.0,0,0,Low
85.32,0.05560085748379021,0,0.0,0,0,Low
45.0,-0.16284788127005217,0,0.0,0,0,Low
59.19,-0.1571917579506819,0,0.0,0,0,Low
1.99,-0.3760011437568183,0,0.0,0,0,Low
0.77,-0.37253666953448267,0,0.0,0,0,Low
31.75,-0.2533446079179714,0,0.0,0,0,Low
1.98,-0.3627103794885264,0,0.0,0,0,Low
39.0,-0.09484128673926556,1,0.0,0,0,Low
22.75,-0.30098557253351016,0,0.0,0,0,Low
131.89,0.10277442533200419,0,0.0,0,0,Low
0.77,-0.37012281483412224,0,0.0,0,0,Low
1.0,-0.3158088476038657,1,0.0,0,0,Low
29.0,-0.3008817944569875,0,0.03,0,0,Low
6.85,-0.2909333345428589,1,0.0,0,0,Low
44.0,-0.22448708047077356,0,0.0,0,0,Low
79.0,0.005003577061078198,0,0.0,0,0,Low
11.35,-0.3381709963406225,0,0.01,0,0,Low
2.87,-0.3656181826954904,0,0.0,0,0,Low
101.07,-0.03208653785278982,0,0.0,0,0,Low
1.0,-0.36099014145128266,0,0.0,0,0,Low
138.98,0.12847573453428757,0,0.0,0,0,Low
60.0,-0.04144822992608388,1,0.0,0,0,Low
11.5,-0.3358557977707566,0,0.0,0,0,Low
144.99,0.17874719304286138,0,0.0,0,0,Low
17.55,-0.30496743079643573,0,0.0,0,0,Low
1.0,-0.33107908290704086,0,0.0,0,0,Low
5.87,-0.3560251625787913,0,0.0,0,0,Low
93.7,-0.05957399506345909,0,0.0,0,0,Low
361.6,1.346133488903181,0,0.0,0,0,Low
0.89,-0.36151089463857883,0,0.0,0,0,Low
61.28,-0.03239744079813978,0,0.0,0,0,Low
10.0,-0.33907784246296285,0,0.0,0,0,Low
52.96,-0.1918227398429447,0,0.0,0,0,Low
188.9,0.9923296459286727,1,0.0,0,0,Low
1.98,-0.3640523348093555,0,0.0,0,0,Low
8.79,-0.280378859746508,1,0.0,0,0,Low
9.99,-0.3317970198145409,0,0.0,0,0,Low
28.75,-0.24307100473713655,0,0.0,0,0,Low
34.66,-0.2496851365492383,0,0.0,0,0,Low
26.35,-0.19350773110681413,0,0.0,0,0,Low
1.0,-0.33249826424733014,0,0.0,0,0,Low
15.0,-0.31095210920928484,0,0.0,0,0,Low
131.0,0.0976538488469546,0,0.0,0,0,Low
64.96,-0.05819583363799518,0,0.0,0,0,Low
8.16,-0.35370605346549794,0,0.0,0,0,Low
7.99,-0.35432034282522634,0,0.0,0,0,Low
15.95,-0.26201466898073306,1,0.0,0,0,Low
183.96,0.32801484497449357,0,0.0,0,0,Low
11.83,-0.31463561725237044,0,0.0,0,0,Low
1.0,-0.33249826424733014,0,0.0,0,0,Low
100.21,-0.035294029467603336,0,0.0,0,0,Low
15.0,-0.32095280071241045,0,0.0,0,0,Low
0.99,-0.3668477010029663,0,0.0,0,0,Low
23.42,-0.12377133298659244,1,0.0,0,0,Low
7.68,-0.38039774937306203,0,0.01,0,0,Low
1.0,-0.3629240346590052,0,0.09,0,0,Low
13.02,-0.2599136844769685,1,0.0,0,0,Low
4.73,-0.3502557892985221,0,0.0,0,0,Low
165.96,0.419950274697559,0,0.0,0,0,Low
149.0,0.40224678026677063,0,0.0,0,0,Low
12.31,-0.3328497706017466,0,0.0,0,0,Low
77.05,-0.08148488989876276,0,0.0,0,0,Low
97.94,0.11737184963412536,0,0.0,0,0,Low
19.21,-0.2747818183543476,0,0.0,0,0,Low
8.99,-0.3353459072507982,0,0.0,0,0,Low
38.21,-0.23032401940587136,0,0.0,0,0,Low
20.0,-0.179562003805489,0,0.0,0,0,Low
119.77,0.07063645687524181,0,0.0,0,0,Low
11.99,-0.3473226207920168,1,0.0,0,0,Low
62.0,-0.028355020122853854,0,0.0,0,0,Low
30.85,-0.23117999005764606,0,0.0,0,0,Low
38.0,-0.21217874216516872,0,0.0,0,0,Low
1.29,-0.31446029541528,1,0.0,0,0,Low
4.56,-0.2351485711402482,0,0.0,0,0,Low
10.5,-0.31601600254843354,0,0.0,0,0,Low
77.96,-0.09272227498945428,0,0.0,0,0,Low
19.99,-0.3344858635842779,0,0.0,0,0,Low
5.99,-0.35366757776793867,0,0.0,0,0,Low
14.9,-0.19792285182409472,0,0.0,0,0,Low
270.0,0.5909492024867188,0,0.01,0,0,Low
5.0,-0.35720288421351526,0,0.01,0,0,Low
7.06,-0.3622255286645138,0,0.01,0,0,Low
11.85,-0.26599137750241547,0,0.0,0,0,Low
4.32,-0.3596678898915904,0,0.0,0,0,Low
7.58,-0.34757736564139785,0,0.0,0,0,Low
15.0,-0.3266806430515403,1,0.0,0,0,Low
1.91,-0.3178091621170721,1,0.0,0,0,Low
232.28,0.627950682382067,1,0.0,0,0,Low
17.79,-0.2755088564200338,0,0.0,0,0,Low
4.9,-0.37433690158283667,0,0.0,0,0,Low
4.5,-0.2353645811169377,0,0.0,0,0,Low
151.93,0.17979544173086123,0,0.0,0,0,Low
112.0,0.05238486722237005,0,0.0,0,0,Low
23.0,-0.27284808222096435,0,0.0,0,0,Low
98.79,-0.01721335105665281,0,0.0,0,0,Low
15.0,-0.3177050189554936,0,0.0,0,0,Low
1.0,-0.36099014145128266,0,0.0,0,0,Low
895.0,2.701958590880895,0,0.0,0,0,Low
106.22,0.13713395279690546,0,0.0,0,0,Low
0.99,-0.3668477010029663,0,0.0,0,0,Low
18.99,-0.29533262175914715,0,0.0,0,0,Low
20.0,-0.2962726565776054,0,0.0,0,0,Low
1.29,-0.37863574137751416,0,0.0,0,0,Low
10.56,-0.32977415397587423,0,0.0,0,0,Low
64.68,-0.16780818885635232,0,0.0,0,0,Low
20.0,-0.28966943349641283,0,0.0,0,0,Low
3.79,-0.36446872304614836,0,0.01,0,0,Low
7.0,-0.36256195569002275,0,0.0,0,0,Low
5.62,-0.35725936447828494,0,0.0,0,0,Low
24.9,-0.2861264594192326,0,0.02,0,0,Low
19.58,-0.2730301939970788,0,0.0,0,0,Low
14.95,-0.3179853748100844,0,0.0,0,0,Low
32.0,-0.2536860073425178,0,0.0,0,0,Low
32.75,-0.15002565556064817,1,0.0,0,0,Low
20.0,-0.28966943349641283,0,0.0,0,0,Low
58.0,-0.13902618288009427,0,0.0,0,0,Low
13.87,-0.3270603849429124,0,0.0,0,0,Low
0.31,-0.33484029470598614,0,0.0,0,0,Low
503.96,1.5537179144669826,0,0.0,0,0,Low
0.99,-0.3728191882287588,0,0.0,0,0,Low
62.77,-0.14558541140638093,0,0.0,0,0,Low
438.95,1.712317661970063,0,0.01,0,0,Low
4.0,-0.39412282977133384,0,0.0,0,0,Low
55.0,-0.1704918706259703,0,0.0,0,0,Low
0.76,-0.3085491821958655,1,0.0,0,0,Low
140.95,0.3885113787587506,0,0.0,0,0,Low
403.6,1.169306789297401,0,0.0,0,0,Low
180.0,0.5036211444564949,0,0.0,0,0,Low
109.0,0.0106759408581241,0,0.0,0,0,Low
54.45,-0.1510757598775274,0,0.0,0,0,Low
26.48,-0.2411376566219307,0,0.0,0,0,Low
24.99,-0.2808914580168221,0,0.0,0,0,Low
1.5,-0.37296724430174466,0,0.0,0,0,Low
9.99,-0.3184304036895339,0,0.0,0,0,Low
1.0,-0.32022914049498613,0,0.0,0,0,Low
128.77,0.0655421286593628,0,0.0,0,0,Low
156.35,0.20170350523060507,0,0.0,0,0,Low
6.7,-0.28138283886437376,1,0.0,0,0,Low
1.0,-0.24796516309049063,0,0.0,0,0,Low
84.0,-0.06714867142304413,0,0.0,0,0,Low
107.0,-0.008941012578847309,0,0.0,0,0,Low
27.08,-0.23812750123774892,0,0.0,0,0,Low
2.0,-0.3562560215667723,0,0.0,0,0,Low
85.38,0.05435926359191901,0,0.0,0,0,Low
225.65,0.8634341964355786,0,0.0,0,0,Low
24.95,-0.11972829866126833,1,0.0,0,0,Low
83.57,-0.06868100161812203,0,0.03,0,0,Low
0.0,-0.37098502251740617,0,0.0,0,0,Low
25.85,-0.2743696036178771,0,0.0,0,0,Low
109.71,0.13215425701355799,1,0.0,0,0,Low
80.0,0.009940384659052622,0,0.0,0,0,Low
1.43,-0.3701346377748894,0,0.0,0,0,Low
12.0,-0.3208356708272259,0,0.0,0,0,Low
700.0,2.162177919113272,0,0.0,0,0,Low
20.0,-0.30659986823912644,0,0.0,0,0,Low
21.5,-0.2788628598224511,0,0.0,0,0,Low
6.4,-0.3436808182557017,0,0.0,0,0,Low
1.0,-0.24796516309049063,0,0.0,0,0,Low
1.0,-0.37482281662829403,0,0.0,0,0,Low
3.89,-0.3612266434821379,0,0.0,0,0,Low
81.94,-0.0744896021250451,0,0.0,0,0,Low
0.0,-0.3657242613357931,0,0.01,0,0,Low
270.0,0.7805283209959214,1,0.01,0,0,Low
29.9,-0.16553094069961732,1,0.0,0,0,Low
1.98,-0.3602236081789619,0,0.0,0,0,Low
0.76,-0.37017298409052524,0,0.0,0,0,Low
16.0,-0.29371503733230675,0,0.0,0,0,Low
45.0,-0.2412075318558058,0,0.0,0,0,Low
49.53,-0.05873488902313866,1,0.0,0,0,Low
30.58,-0.25751397147202054,0,0.0,0,0,Low
119.5,0.06494782476391418,0,0.0,0,0,Low
125.9,0.10562634430345007,0,0.0,0,0,Low
2.58,-0.3123309224739482,0,0.0,0,0,Low
12.31,-0.30744724555746966,0,0.01,0,0,Low
0.89,-0.33162412239994027,0,0.0,0,0,Low
4.58,-0.3761311790522179,0,0.0,0,0,Low
11.99,-0.264703369836428,1,0.0,0,0,Low
10.0,-0.33176153094017835,0,0.0,0,0,Low
68.0,-0.004246790240960919,1,0.0,0,0,Low
1510.84,6.786773424977954,0,0.01,0,0,Low
234.78,0.47016469326030774,0,0.02,0,0,Low
5.99,-0.34599256955957014,0,0.0,0,0,Low
2.69,-0.3658237164170509,0,0.0,0,0,Low
8.99,-0.36789602053335557,1,0.0,0,0,Low
0.76,-0.33331288353729743,0,0.0,0,0,Low
10.94,-0.32750226224255397,0,0.0,0,0,Low
1.78,-0.3697932337759492,0,0.0,0,0,Low
27.86,-0.27433519332998957,0,0.0,0,0,Low
60.0,-0.08879576730043583,0,0.0,0,0,Low
0.89,-0.37997595726094346,0,0.0,0,0,Low
3.84,-0.3536226775475233,0,0.0,0,0,Low
1.29,-0.37065166519242515,0,0.0,0,0,Low
18.5,-0.23274887760374313,0,0.05,0,0,Low
56.0,-0.17232745835788052,0,0.0,0,0,Low
6.99,-0.3579338096471584,0,0.0,0,0,Low
115.0,0.21431166790913647,1,0.01,0,0,Low
58.46,-0.13746482924099027,0,0.0,0,0,Low
13.79,-0.2563330459072754,1,0.0,0,0,Low
2.28,-0.3672264765414269,0,0.0,0,0,Low
17.08,-0.19007448933771032,0,0.0,0,0,Low
174.0,0.2502560086060184,0,0.0,0,0,Low
35.0,-0.19839345016654875,0,0.0,0,0,Low
68.0,-0.04930130651664045,0,0.0,0,0,Low
1.79,-0.31213520543495976,1,0.0,0,0,Low
405.0,1.1244796232236227,0,0.07,0,0,Low
8.99,-0.2914893961046168,0,0.0,0,0,Low
15.0,-0.31095210920928484,0,0.0,0,0,Low
8.99,-0.34217661149144657,0,0.0,0,0,Low
54.0,-0.10307186300079074,0,0.0,0,0,Low
79.54,0.04941628650482898,1,0.0,0,0,Low
1.98,-0.3627103794885264,0,0.0,0,0,Low
59.77,-0.03638339092314614,0,0.05,0,0,Low
59.11,-0.16105368238903692,0,0.01,0,0,Low
56.0,-0.18343068658659714,0,0.0,0,0,Low
11.0,-0.3250147834680743,0,0.0,0,0,Low
42.75,-0.24959922503409698,0,0.0,0,0,Low
24.9,-0.2850652180463166,0,0.0,0,0,Low
11.5,-0.33364032993779713,0,0.0,0,0,Low
55.0,-0.1704918706259703,0,0.0,0,0,Low
350.0,0.9203666673031884,0,0.0,0,0,Low
3.0,-0.3647630929083764,0,0.0,0,0,Low
39.89,-0.1258230019898181,0,0.01,0,0,Low
63.0,-0.1436704968185416,0,0.0,0,0,Low
1.79,-0.3697549305550275,0,0.0,0,0,Low
15.51,-0.30616698545784815,0,0.01,0,0,Low
99.0,-0.03980689557681767,0,0.0,0,0,Low
179.63,0.28809895275474523,0,0.1,0,0,Low
24.89,-0.20471604834416726,1,0.0,0,0,Low
14.95,-0.2989828092546249,0,0.0,0,0,Low
166.2,0.22823134701350076,0,0.0,0,0,Low
69.99,-0.11886377363910311,0,0.0,0,0,Low
1.98,-0.41596919792895043,1,0.0,0,0,Low
32.0,-0.2597773323822311,0,0.0,0,0,Low
51.74,-0.18651933693006073,0,0.0,0,0,Low
14.99,-0.1975988368590605,0,0.0,0,0,Low
81.67,-0.07741276838361785,0,0.0,0,0,Low
18.0,-0.30337043145011994,0,0.0,0,0,Low
63.6,-0.06463423668092934,0,0.0,0,0,Low
9.03,-0.35117950799363595,0,0.0,0,0,Low
80.0,-0.036656011249537844,0,0.0,0,0,Low
1.0,-0.24796516309049063,0,0.0,0,0,Low
70.0,-0.039427691320691606,0,0.0,0,0,Low
47.18,-0.19589661079170229,0,0.0,0,0,Low
79.9,0.026866511083058337,0,0.0,0,0,Low
722.12,2.2423631038177163,0,0.05,0,0,Low
1.98,-0.3627103794885264,0,0.0,0,0,Low
17.99,-0.29619105449134137,0,0.0,0,0,Low
49.95,-0.18848784152165227,0,0.0,0,0,Low
104.09,0.12705027744289826,0,0.0,0,0,Low
4.0,-0.23716466425601668,0,0.0,0,0,Low
46.7,-0.10329562340260079,1,0.0,0,0,Low
1.0,-0.3227599724596903,1,0.0,0,0,Low
8.99,-0.21919983452800837,0,0.0,0,0,Low
99.0,-0.03980689557681767,0,0.0,0,0,Low
51.94,-0.12858643654010968,0,0.0,0,0,Low
61.6,-0.029795086634117042,0,0.0,0,0,Low
22.12,-0.29514274125962375,0,0.0,0,0,Low
7.7,-0.34868267197040725,0,0.02,0,0,Low
1.0,-0.363701517866494,0,0.0,0,0,Low
2.49,-0.3236962752304937,0,0.0,0,0,Low
455.19,1.7891997688945127,0,0.0,0,0,Low
3.84,-0.3619027702660913,0,0.0,0,0,Low
663.88,4.12320856500175,1,0.04,0,0,Low
0.76,-0.3724269531000893,0,0.0,0,0,Low
49.57,-0.1913320550874771,0,0.0,0,0,Low
117.35,0.05169600766032093,0,0.0,0,0,Low
14.95,-0.2511505424310035,1,0.0,0,0,Low
1200.0,3.8914145182060054,0,0.01,0,0,Low
63.73,-0.022126732461640562,0,0.0,0,0,Low
10.62,-0.32864260099237935,0,0.01,0,0,Low
1.0,-0.3704416565950471,1,0.01,0,0,Low
39.99,-0.187581287335904,0,0.0,0,0,Low
0.01,-0.1856324006701463,1,0.0,0,0,Low
44.47,-0.16546438929697863,0,0.0,0,0,Low
59.0,-0.17316658811555302,0,0.0,0,0,Low
14.0,-0.3271280651812146,0,0.0,0,0,Low
1.0,-0.3629240346590052,0,0.0,0,0,Low
592.2,1.674180586705474,0,0.0,0,0,Low
29.0,-0.22843478468499046,0,0.0,0,0,Low
0.99,-0.40534905042318115,0,0.0,0,0,Low
168.9,0.22089503916209474,0,0.0,0,0,Low
42.47,-0.19349810866057657,0,0.0,0,0,Low
6.48,-0.36547765657776715,0,0.0,0,0,Low
3.99,-0.3653063608629833,0,0.0,0,0,Low
135.12,0.12291590424531752,0,0.0,0,0,Low
19.99,-0.2275019301513051,1,0.0,0,0,Low
178.53,0.49636403728747247,0,0.01,0,0,Low
4.0,-0.3467877817977514,0,0.0,0,0,Low
9.0,-0.2792363650520576,1,0.0,0,0,Low
0.99,-0.36901909119325554,0,0.0,0,0,Low
50.0,-0.18509510249179972,0,0.0,0,0,Low
50.0,-0.19297672862645265,0,0.0,0,0,Low
41.91,-0.22340382601093728,0,0.0,0,0,Low
47.42,-0.19750364476245927,0,0.0,0,0,Low
107.45,0.07806063074174949,0,0.0,0,0,Low
1.78,-0.3762167056545067,0,0.0,0,0,Low
623.6,1.9167629894594265,0,0.03,0,0,Low
47.25,-0.2133676404604758,0,0.0,0,0,Low
0.89,-0.36151089463857883,0,0.0,0,0,Low
30.0,-0.2723862066689794,0,0.0,0,0,Low
1.98,-0.3760372784250376,0,0.0,0,0,Low
1198.72,3.970042083480374,0,0.0,0,0,Low
0.76,-0.37571349134503773,0,0.0,0,0,Low
42.0,-0.23132981278480297,0,0.0,0,0,Low
1.0,-0.39620465824091966,0,0.0,0,0,Low
10.6,-0.2564282745943251,1,0.0,0,0,Low
101.5,0.008623563426480442,0,0.0,0,0,Low
49.99,-0.16207118160139694,0,0.0,0,0,Low
20.0,-0.3000047652567206,0,0.0,0,0,Low
4.49,-0.3513159007139561,0,0.0,0,0,Low
1.98,-0.3690271693575164,0,0.0,0,0,Low
109.99,0.13328685878481672,1,0.0,0,0,Low
21.47,-0.28142697137144307,0,0.0,0,0,Low
250.0,0.4749676980146735,1,0.0,0,0,Low
263.48,0.59927843191708,0,0.0,0,0,Low
455.74,1.2110016354182283,0,0.0,0,0,Low
10.0,-0.2155636665870688,0,0.01,0,0,Low
3.59,-0.3956519827504891,0,0.02,0,0,Low
1046.0,3.203721808857958,0,0.0,0,0,Low
26.54,-0.27495445877396785,0,0.0,0,0,Low
4.49,-0.17379397336462216,1,0.0,0,0,Low
0.0,-0.40904139542162926,0,0.0,0,0,Low
39.0,-0.22722864550560404,0,0.0,0,0,Low
1.0,-0.24796516309049063,0,0.01,0,0,Low
29.9,-0.16084032267841325,1,0.0,0,0,Low
24.95,-0.2787056637681317,0,0.0,0,0,Low
20.3,-0.2669892963457924,0,0.0,0,0,Low
213.0,0.41193984982865234,0,0.0,0,0,Low
5.34,-0.35675709610096196,0,0.0,0,0,Low
19.99,-0.1328351288923844,1,0.0,0,0,Low
48.5,-0.2090909327642074,0,0.0,0,0,Low
85.0,-0.09202187535285164,0,0.0,0,0,Low
1480.0,7.7236669470263974,1,0.0,0,0,Low
57.99,-0.16145042287419065,0,0.0,0,0,Low
9.99,-0.32923568723533114,0,0.01,0,0,Low
0.77,-0.316878388994813,1,0.0,0,0,Low
3.57,-0.40506529606604086,1,0.0,0,0,Low
167.0,0.19634095684203484,0,0.0,0,0,Low
2.69,-0.3079500434703835,1,0.0,0,0,Low
1.98,-0.3752293441349118,0,0.0,0,0,Low
916.58,2.899798942107034,0,0.0,0,0,Low
29.95,-0.1437403493378171,0,0.0,0,0,Low
130.0,0.12133066488132256,0,0.0,0,0,Low
263.5,0.7302111583461351,0,0.0,0,0,Low
8.93,-0.3429566013975811,0,0.0,0,0,Low
1.0,-0.38006741558092677,0,0.0,0,0,Low
9.0,-0.333373008749771,0,0.0,0,0,Low
121.38,0.23496858664282888,0,0.0,0,0,Low
3.0,-0.35152190168226183,0,0.0,0,0,Low
292.64,0.6824008675539834,0,0.01,0,0,Low
59.46,-0.12249498489256304,0,0.0,0,0,Low
2.5,-0.24256491367325367,0,0.0,0,0,Low
59.85,-0.1532086114489292,0,0.0,0,0,Low
8.0,-0.3569548385982066,0,0.0,0,0,Low
20.9,-0.28364156832367554,0,0.0,0,0,Low
12.31,-0.15312957570185445,1,0.01,0,0,Low
105.91,0.029058205681091097,0,0.0,0,0,Low
0.0,-0.3739858475771556,0,0.0,0,0,Low
3055.88,10.523319840549101,0,0.0,0,0,Low
535.55,1.5883680630822983,0,0.0,0,0,Low
0.74,-0.31951853195398666,1,0.05,0,0,Low
122.93,0.2162410960670749,0,0.0,0,0,Low
24.99,-0.2665489976226058,0,0.0,0,0,Low
9.99,-0.3308876429060981,0,0.0,0,0,Low
84.0,-0.05486415135822276,0,0.0,0,0,Low
20.0,-0.29521642138812254,0,0.0,0,0,Low
49.0,-0.1431006508781545,0,0.0,0,0,Low
18.6,-0.2975193974249554,0,0.0,0,0,Low
21.34,-0.21210120062578425,1,0.0,0,0,Low
12.64,-0.2594331236815848,1,0.0,0,0,Low
151.16,0.44576004426619353,0,0.0,0,0,Low
135.9,0.14392956522509034,0,0.0,0,0,Low
62.0,-0.02182344784214528,1,0.07,0,0,Low
687.75,3.010285202328008,0,0.0,0,0,Low
152.46,0.16771720893928846,0,0.0,0,0,Low
25.34,-0.21047670784183425,0,0.0,0,0,Low
116.0,0.04442053730309514,0,0.0,0,0,Low
70.0,-0.07844713765802139,0,0.0,0,0,Low
7.95,-0.16465090227598067,1,0.02,0,0,Low
35.0,-0.15770272894209314,1,0.0,0,0,Low
10.0,-0.30195004087355604,0,0.01,0,0,Low
79.54,-0.09577679171599235,0,0.0,0,0,Low
17.99,-0.23032671122773046,1,0.0,0,0,Low
9.99,-0.3308876429060981,0,0.0,0,0,Low
50.0,-0.20395888352868535,0,0.0,0,0,Low
4.0,-0.36134172675136167,0,0.0,0,0,Low
67.91,-0.007078037418940206,0,0.0,0,0,Low
5.0,-0.3489012193756403,0,0.02,0,0,Low
11.1,-0.33734025563199616,0,0.0,0,0,Low
1.99,-0.36821867272696124,0,0.0,0,0,Low
301.83,0.70746074813127,0,0.0,0,0,Low
1.98,-0.3602236081789619,0,0.0,0,0,Low
24.85,-0.24808138220570877,0,0.0,0,0,Low
0.77,-0.316878388994813,1,0.0,0,0,Low
20.0,-0.2680075704582515,0,0.0,0,0,Low
125.76,0.080553124145827,0,0.0,0,0,Low
135.97,0.12607037720045147,0,0.0,0,0,Low
297.06,0.7015170545197532,0,0.0,0,0,Low
85.52,0.07770887835938137,0,0.0,0,0,Low
226.87,0.4011781486625051,0,0.02,0,0,Low
78.32,-0.07005508299619549,0,0.0,0,0,Low
725.54,3.265994381488321,0,0.0,0,0,Low
235.98,0.46508190557149587,0,0.0,0,0,Low
25.0,-0.3158003601072829,0,0.0,0,0,Low
13.29,-0.25865813588759556,1,0.01,0,0,Low
89.95,0.060109822275920675,0,0.0,0,0,Low
188.0,0.30222593251886465,0,0.01,0,0,Low
212.82,0.39190894655354025,0,0.01,0,0,Low
40.7,-0.18407615394134216,0,0.01,0,0,Low
36.0,-0.23819948389685294,0,0.0,0,0,Low
5.85,-0.23050435664142443,0,0.0,0,0,Low
20.86,-0.2848473127974509,0,0.0,0,0,Low
190.0,0.3511499904111643,0,0.0,0,0,Low
10.69,-0.3356650639347677,0,0.0,0,0,Low
1.78,-0.40240263370724777,0,0.0,0,0,Low
45.0,-0.2061274565580138,0,0.0,0,0,Low
588.0,1.783987755171797,0,0.0,0,0,Low
40.0,-0.22394524952403555,0,0.0,0,0,Low
49.9,-0.16651958391649097,0,0.0,0,0,Low
2.97,-0.24087283552251942,0,0.0,0,0,Low
64.0,-0.13841984328713114,0,0.0,0,0,Low
18.18,-0.2952530610477262,0,0.0,0,0,Low
1542.75,5.191483996803116,0,0.01,0,0,Low
0.99,-0.24800116475327222,0,0.0,0,0,Low
29.0,-0.23745934708447744,0,0.0,0,0,Low
56.0,-0.10061354780320866,0,0.0,0,0,Low
0.89,-0.39682144112101947,0,0.0,0,0,Low
40.25,-0.22942133987212066,0,0.0,0,0,Low
3.0,-0.31187907060778214,1,0.0,0,0,Low
5.2,-0.3492536367849947,0,0.0,0,0,Low
99.99,0.10764038591640543,0,0.0,0,0,Low
244.75,0.49484945212571785,0,0.0,0,0,Low
1.0,-0.36099014145128266,0,0.0,0,0,Low
200.0,0.6549469087928814,0,0.0,0,0,Low
1.0,-0.3227599724596903,1,0.0,0,0,Low
97.9,0.13479359058218618,1,0.0,0,0,Low
77.28,-0.09299238422878739,0,0.0,0,0,Low
8.96,-0.29163804323904396,0,0.0,0,0,Low
85.75,-0.0448358274776242,0,0.0,0,0,Low
117.99,0.05397668515997172,0,0.0,0,0,Low
11.61,-0.3657402586216468,0,0.0,0,0,Low
79.91,0.10654601010734634,1,0.0,0,0,Low
25.9,-0.24311055632697282,0,0.0,0,0,Low
9.42,-0.3211288520237048,0,0.0,0,0,Low
0.89,-0.3163203673995361,1,0.0,0,0,Low
34.9,-0.19021042476732683,1,0.0,0,0,Low
34.9,-0.22513399135179862,0,0.0,0,0,Low
40.27,-0.10911346459747345,1,0.0,0,0,Low
8.75,-0.22006387443476627,0,0.0,0,0,Low
12.1,-0.26419185004075757,1,0.01,0,0,Low
1.98,-0.3640523348093555,0,0.0,0,0,Low
55.32,-0.17092595232899763,0,0.0,0,0,Low
158.4,0.7711240859128481,1,0.0,0,0,Low
26.5,-0.27510767165765443,0,0.01,0,0,Low
0.76,-0.3737001623099565,0,0.01,0,0,Low
13.98,-0.2553437797905099,0,0.0,0,0,Low
61.8,-0.14792916174205037,0,0.0,0,0,Low
91.0,0.10270734885376759,1,0.0,0,0,Low
45.98,-0.20263516913667354,0,0.0,0,0,Low
970.0,3.2212763522244465,0,0.0,0,0,Low
117.99,0.031018994847959797,0,0.0,0,0,Low
654.42,2.0317105377949525,0,0.0,0,0,Low
25.0,-0.2473712642230322,0,0.0,0,0,Low
33.65,-0.2533463949828499,0,0.0,0,0,Low
1.88,-0.3158301329895979,0,0.0,0,0,Low
10.0,-0.33563614719915696,0,0.0,0,0,Low
99.0,-0.015910549113278907,0,0.0,0,0,Low
0.76,-0.37017298409052524,0,0.0,0,0,Low
16.65,-0.28690116525869436,0,0.0,0,0,Low
2.42,-0.32404311854415696,0,0.0,0,0,Low
33.69,-0.23019071764722512,0,0.0,0,0,Low
7.61,-0.16554935434827492,1,0.0,0,0,Low
1.98,-0.3690271693575164,0,0.0,0,0,Low
9.19,-0.3222176995971422,0,0.0,0,0,Low
40.28,-0.22904905465457304,0,0.0,0,0,Low
25.0,-0.24856270656957927,0,0.0,0,0,Low
92.0,-0.024221574620910527,0,0.0,0,0,Low
80.9,0.017266037321101237,0,0.0,0,0,Low
37.92,-0.11504702410089801,0,0.0,0,0,Low
19.99,-0.289725504667331,0,0.0,0,0,Low
10.0,-0.34705727451314305,0,0.0,0,0,Low
1.2,-0.24724512983485902,0,0.02,0,0,Low
1.79,-0.36010882337037375,0,0.0,0,0,Low
1076.9,3.4711086557695556,0,0.0,0,0,Low
11.85,-0.20890335897247653,0,0.0,0,0,Low
36.83,-0.23524173026449335,0,0.0,0,0,Low
17.99,-0.29619105449134137,0,0.0,0,0,Low
73.48,-0.10896231239794921,0,0.0,0,0,Low
1.0,-0.39620465824091966,0,0.0,0,0,Low
12.36,-0.2939396178555442,0,0.0,0,0,Low
22.13,-0.27575267103572726,0,0.0,0,0,Low
627.53,1.8597829275717903,0,0.0,0,0,Low
2.0,-0.4158320419306748,1,0.0,0,0,Low
1.98,-0.3711858948682572,0,0.0,0,0,Low
69.0,-0.00332590517726373,1,0.0,0,0,Low
120.0,0.13050849438439632,0,0.01,0,0,Low
